alpha,tau,x0_0,x0_1,x0_2,x0_3,x0_4,x0_5,x0_6,x0_7,x0_8,x0_9,x0_10,x0_11,x0_12,x0_13,x0_14,x0_15,x0_16,x0_17,x0_18,x0_19,x0_20,x0_21,x0_22,x0_23,x0_24,x0_25,x0_26,x0_27,x0_28,x0_29,x0_30,x0_31,x0_32,x0_33,x0_34,x0_35,x0_36,x0_37,x0_38,x0_39,x0_40,x0_41,x0_42,x0_43,x0_44,x0_45,x0_46,x0_47,x0_48,x0_49,x0_50,x0_51,x0_52,x0_53,x0_54,x0_55,x0_56,x0_57,x0_58,x0_59,x0_60,x0_61,x0_62,x0_63,x0_64,x0_65,x0_66,x0_67,x0_68,x0_69,x0_70,x0_71,x0_72,x0_73,x0_74,x0_75,x0_76,x0_77,x0_78,x0_79,x0_80,x0_81,x0_82,x0_83,x0_84,x0_85,x0_86,x0_87,x0_88,x0_89,x0_90,x0_91,x0_92,x0_93,x0_94,x0_95,x0_96,x0_97,x0_98,x0_99,x0_100,y0,val_x0,xopt_0,xopt_1,xopt_2,xopt_3,xopt_4,xopt_5,xopt_6,xopt_7,xopt_8,xopt_9,xopt_10,xopt_11,xopt_12,xopt_13,xopt_14,xopt_15,xopt_16,xopt_17,xopt_18,xopt_19,xopt_20,xopt_21,xopt_22,xopt_23,xopt_24,xopt_25,xopt_26,xopt_27,xopt_28,xopt_29,xopt_30,xopt_31,xopt_32,xopt_33,xopt_34,xopt_35,xopt_36,xopt_37,xopt_38,xopt_39,xopt_40,xopt_41,xopt_42,xopt_43,xopt_44,xopt_45,xopt_46,xopt_47,xopt_48,xopt_49,xopt_50,xopt_51,xopt_52,xopt_53,xopt_54,xopt_55,xopt_56,xopt_57,xopt_58,xopt_59,xopt_60,xopt_61,xopt_62,xopt_63,xopt_64,xopt_65,xopt_66,xopt_67,xopt_68,xopt_69,xopt_70,xopt_71,xopt_72,xopt_73,xopt_74,xopt_75,xopt_76,xopt_77,xopt_78,xopt_79,xopt_80,xopt_81,xopt_82,xopt_83,xopt_84,xopt_85,xopt_86,xopt_87,xopt_88,xopt_89,xopt_90,xopt_91,xopt_92,xopt_93,xopt_94,xopt_95,xopt_96,xopt_97,xopt_98,xopt_99,xopt_100,val_xopt,objective_value
0.30000000000000004,0.5,1.0,0.19,0.3,0.19,0.84,0.03,0.01,0.36,0.46,0.3,0.56,0.2,1.0,0.19,0.44,0.19,0.46,0.6,0.35,0.5,0.23,0.25,0.26,0.2,0.13,0.31,0.25,0.35,0.16,0.38,0.38,0.48,0.22,0.45,0.43,0.46,0.43,0.53,0.31,0.69,0.37,0.67,0.71,0.36,0.47,0.49,0.49,0.45,0.64,0.66,0.09,0.32,0.01,0.44,0.42,0.55,0.5,0.03,0.02,0.03,0.02,0.96,0.04,0.14,0.12,0.29,0.35,0.24,0.53,0.09,0.67,0.0,0.28,0.63,0.5,0.37,0.56,0.27,0.4,0.13,0.06,0.06,0.06,0.16,0.17,0.19,0.18,0.46,0.24,0.37,0.05,0.01,0.02,0.71,0.58,0.78,0.75,0.12,0.26,0.09,0.34,0.76,0.686061664354852,1.0,0.19000000264099653,0.30000000279859584,0.1900000005358631,0.8399999997212575,0.030000000732885945,0.010000000878239592,0.36000000046373987,0.4599999988132165,0.29999999844362285,0.5600000006392271,0.19999999592767043,0.9999999994805553,0.1899999980826326,0.4399999991348539,0.1900000000460739,0.4599999985463289,0.6000000010048211,0.35,0.4999999994494335,0.23000000136394858,0.2500000012409292,0.2599999980418703,0.1999999997473701,0.12999999937206394,0.31000000018857216,0.24999999985444712,0.35,0.15999999986960198,0.37999999975793897,0.3799999990267042,0.48000000055886455,0.21999999998539174,0.4499999997093306,0.43000000189369897,0.45999999933393615,0.4299999993000965,0.5300000008228123,0.3100000008564967,0.6900000021948263,0.3700000003668279,0.6700000013027193,0.7099999975532926,0.3599999981722556,0.46999999938857806,0.4899999993997994,0.49000000013885225,0.45,0.6400000009286867,0.659999998727414,0.09000000010694378,0.32000000097909476,0.009999998416667441,0.44000000003854217,0.4199999999428396,0.5499999997679098,0.5,0.03000000127762016,0.01999999903093886,0.030000003017046757,0.019999998652506082,0.9599999993054859,0.03999999874312115,0.14000000107293484,0.11999999854181848,0.2899999939224258,0.3500000002612566,0.23999999804573,0.5299999988397739,0.09000000048393905,0.6700000005603027,5.546059521490104e-10,0.28000000134753217,0.629999999455297,0.5000000028944402,0.37000000017003315,0.5599999995086803,0.26999999972685196,0.3999999995773243,0.12999999987080843,0.05999999810611277,0.06000000355076411,0.05999999918574386,0.15999999970453338,0.16999999928703755,0.18999999991598582,0.17999999875142994,0.4600000003529082,0.23999999912434497,0.3699999993068981,0.050000000769789714,0.010000001630550537,0.020000001309558972,0.7099999998753751,0.5799999998577138,0.7800000004900022,0.7500000009317395,0.12000000011259329,0.25999999990858796,0.0899999999150081,0.340000000190298,0.6860616518142311,4.871827588343679e-07
0.30000000000000004,0.5,1.0,0.03,0.56,0.06,0.74,0.44,0.34,0.45,0.43,0.3,0.39,0.05,1.0,0.58,0.6,0.25,0.53,0.45,0.22,0.51,0.58,0.46,0.47,0.4,0.23,0.39,0.37,0.5,0.01,0.1,0.16,0.25,0.43,0.2,0.59,0.36,0.49,0.27,0.57,0.36,0.37,0.41,0.4,0.58,0.78,0.77,0.83,0.7,0.59,0.61,0.01,0.11,0.02,0.16,0.22,0.3,0.36,0.14,0.16,0.2,0.22,0.68,0.15,0.33,0.33,0.58,0.58,0.53,0.72,0.23,0.44,0.5,0.02,0.89,0.71,0.23,0.29,0.71,0.05,0.11,0.64,0.69,0.71,0.58,0.6,0.66,0.6,0.56,0.78,0.32,0.0,0.0,0.35,0.53,0.52,0.82,0.83,0.02,0.33,0.1,0.0,0.89,0.7918417725920935,1.0,0.030000000002289137,0.5599999999993596,0.05999999999910604,0.7400000000006566,0.4399999999993568,0.34000000000027847,0.45,0.42999999999737853,0.3,0.39000000000039364,0.05,1.0,0.5799999999976215,0.6,0.25,0.5299999999976712,0.45,0.2199999999987844,0.5099999999985363,0.5800000000044779,0.4599999999997949,0.4699999999977801,0.4,0.22999999999818443,0.3900000000000158,0.37000000000028627,0.5,0.009999999999774018,0.1,0.15999999999774558,0.25,0.43000000000063127,0.2,0.5900000000024611,0.3599999999983446,0.4899999999993891,0.26999999999973806,0.5700000000022789,0.36000000000020765,0.37000000000186106,0.4100000000003301,0.4,0.5799999999960486,0.7800000000025534,0.7700000000062192,0.8300000000010562,0.7,0.5900000000013756,0.6099999999984574,0.009999999993607124,0.109999999998968,0.01999999999830005,0.15999999999874756,0.2199999999993143,0.3,0.36000000000001897,0.13999999999799795,0.15999999999612857,0.2,0.21999999999608233,0.6800000000002765,0.15,0.3300000000011798,0.32999999999606816,0.5799999999922083,0.5800000000013176,0.5299999999958945,0.7199999999962053,0.2299999999986075,0.4400000000015335,0.5,0.0200000000016742,0.8900000000011756,0.7100000000127636,0.22999999999941334,0.28999999999805837,0.7100000000005403,0.05,0.10999999999830311,0.6399999999932636,0.6900000000085411,0.7100000000000044,0.5799999999978582,0.6,0.6599999999996723,0.6,0.5600000000010084,0.7800000000008799,0.3199999999981412,0.0,0.0,0.35,0.5300000000003376,0.5199999999994996,0.8200000000019444,0.8300000000017139,0.020000000000098394,0.3299999999989714,0.1,0.0,0.7918417725732895,0.0
0.30000000000000004,0.5,1.0,0.01,0.52,0.01,0.69,0.03,0.58,0.36,0.39,0.26,0.87,0.0,0.0,0.18,0.09,0.49,0.53,0.93,0.41,0.75,0.17,0.14,0.17,0.17,0.07,0.37,0.16,0.18,0.03,0.59,0.69,0.64,0.12,0.34,0.19,0.58,0.26,0.67,0.24,0.3,0.28,0.31,0.32,0.58,0.62,0.59,0.58,0.5,0.21,0.34,0.01,0.3,0.02,0.66,0.75,0.71,0.71,0.87,0.88,0.75,0.69,0.38,0.79,0.73,0.64,0.51,0.32,0.87,0.5,0.54,0.74,0.0,0.01,0.92,0.62,0.17,0.38,0.65,0.38,0.3,0.1,0.08,0.07,0.25,0.26,0.25,0.26,0.56,0.55,0.32,0.01,0.0,0.56,0.37,0.46,0.53,0.52,0.01,0.27,0.04,0.0,0.78,0.8421409180898414,1.0,0.010000000042168364,0.5199999999901231,0.010000000034182924,0.6899999999871591,0.03000000000036755,0.5800000000121863,0.3600000000096875,0.389999999962858,0.25999999997787976,0.8700000000181478,4.155871109562636e-11,2.0212176992467487e-11,0.1799999999429205,0.08999999995430692,0.490000000012665,0.5299999999655142,0.9300000000161894,0.4099999999958608,0.7499999999836079,0.17000000006117255,0.1400000000361971,0.17000000003003782,0.1699999999879477,0.06999999999245184,0.3700000000032275,0.16000000000327155,0.18000000000160338,0.030000000031383218,0.5899999999686545,0.6899999999822759,0.640000000002351,0.11999999999886854,0.3399999999899153,0.1900000000303023,0.5799999999843536,0.2599999999871554,0.6700000000218665,0.24000000002740912,0.30000000003232336,0.28000000004291126,0.3100000000154555,0.31999999997173045,0.5799999999412279,0.6200000000283353,0.5899999999394726,0.5799999999899234,0.4999999999944287,0.20999999999974703,0.33999999996639974,0.009999999979047288,0.30000000002477817,0.01999999998023871,0.6600000000107533,0.7500000000131701,0.7099999999871538,0.7100000000127052,0.8699999999981278,0.8799999999836273,0.7500000000346497,0.6899999999458026,0.3799999999839222,0.7899999999884233,0.730000000116351,0.6399999998779325,0.509999998681346,0.3199999999202844,0.869999999955795,0.5000000002917379,0.5400000000215742,0.7400000000398066,1.686413961208639e-11,0.010000000023612399,0.9199999999943903,0.6199999999558246,0.17000000000507562,0.37999999997841993,0.6499999999985526,0.37999999999661505,0.2999999999907521,0.0999999999721215,0.08000000002167894,0.07000000001473952,0.24999999995027092,0.25999999998319134,0.24999999997033215,0.2599999999358447,0.5600000000088985,0.5499999999913182,0.3199999999771596,0.010000000013391479,3.892504103162489e-11,0.5600000000222767,0.3699999999981134,0.4599999999939917,0.5300000000053657,0.520000000005756,0.009999999983484902,0.2699999999925718,0.039999999995727384,1.6874087927521162e-11,0.8421409188656783,1.4625007288585181e-08
0.30000000000000004,0.5,1.0,0.02,0.5,0.24,0.65,0.1,0.22,0.48,0.6,0.41,0.34,0.0,0.0,0.17,0.5,0.88,0.36,0.43,0.48,0.51,0.16,0.18,0.2,0.18,0.15,0.32,0.15,0.2,0.03,0.48,0.36,0.42,0.27,0.5,0.45,0.1,0.54,0.29,0.39,0.47,0.3,0.51,0.51,0.49,0.65,0.63,0.67,0.66,0.4,0.38,0.01,0.23,0.0,0.37,0.41,0.44,0.54,0.08,0.08,0.08,0.09,0.82,0.07,0.22,0.22,0.48,0.41,0.58,0.39,0.21,0.5,0.5,0.06,0.44,0.44,0.26,0.74,0.44,0.65,0.39,0.06,0.06,0.08,0.15,0.21,0.23,0.21,0.34,0.39,0.32,0.01,0.0,0.09,0.38,0.33,0.34,0.08,0.04,0.14,0.0,0.0,0.87,0.7495161871456401,1.0,0.02000000000235179,0.5,0.2400000000015823,0.65,0.1,0.22000000000074496,0.48000000000105725,0.6,0.4099999999983155,0.3400000000005985,0.0,0.0,0.16999999999771237,0.5,0.8800000000005832,0.35999999999873666,0.4300000000004993,0.4800000000002349,0.5099999999992548,0.16000000000191736,0.1800000000008999,0.2,0.1799999999998036,0.15,0.3200000000002438,0.15,0.2,0.030000000001402894,0.47999999999860454,0.3599999999991829,0.42000000000051246,0.2700000000003756,0.5,0.45,0.1,0.5399999999998688,0.29000000000025916,0.3900000000008911,0.46999999999751424,0.3,0.5100000000009081,0.5100000000032082,0.489999999997638,0.65,0.6299999999981107,0.6699999999997622,0.6600000000001369,0.4,0.379999999998717,0.009999999998988617,0.23000000000108636,0.0,0.37000000000017425,0.4100000000004627,0.43999999999928,0.5400000000003412,0.07999999999987056,0.07999999999843355,0.08000000000118869,0.08999999999870867,0.8199999999998949,0.06999999999876078,0.2200000000006161,0.2199999999975887,0.47999999974526975,0.41000000000273834,0.5799999999967813,0.3900000000824996,0.2100000000021246,0.5,0.5,0.060000000001187874,0.4399999999996056,0.44000000000454864,0.26000000000043516,0.7399999999994037,0.43999999999951306,0.65,0.3899999999998665,0.05999999999883684,0.060000000001149266,0.08000000000064099,0.15,0.2100000000001248,0.2299999999996772,0.21000000000195643,0.34000000000015856,0.3899999999997222,0.31999999999933054,0.010000000001583024,0.0,0.0900000000011833,0.3800000000003588,0.3299999999999567,0.3400000000003877,0.07999999999967049,0.04000000000033428,0.1399999999999223,0.0,0.0,0.7495161873535618,4.954079083529088e-10
0.30000000000000004,0.5,1.0,0.01,0.14,0.21,0.67,0.61,0.07,0.18,0.69,0.26,0.04,0.0,0.0,0.58,0.98,0.18,0.66,0.0,0.03,0.0,0.68,0.78,0.82,0.46,0.0,0.51,0.76,0.73,0.0,0.02,0.04,0.03,0.98,0.16,0.98,0.47,0.5,0.1,0.85,0.53,0.6,0.45,0.5,0.31,0.75,0.81,0.82,0.69,0.34,0.41,0.0,0.22,0.01,0.59,0.62,0.74,0.72,0.63,0.58,0.63,0.55,0.71,0.1,0.05,0.04,0.16,0.38,0.11,0.31,0.09,0.88,0.0,0.05,0.5,0.24,0.02,0.27,0.9,0.03,0.11,0.51,0.55,0.57,0.76,0.64,0.67,0.66,0.34,0.73,0.58,0.0,0.0,0.45,0.35,0.04,0.0,0.01,0.03,0.1,0.53,0.0,0.9299999999999999,0.8511004167601488,1.0,0.010000000024769121,0.1399999999888205,0.21000000002373223,0.6699999999988459,0.61000000000238,0.07000000000226646,0.18000000001776345,0.6900000000048006,0.259999999965979,0.040000000008184704,0.0,0.0,0.5799999999749837,0.9799999999693083,0.1799999999992057,0.6599999999822732,0.0,0.030000000003002954,0.0,0.680000000028152,0.7800000000262914,0.8199999999706518,0.4599999999927954,0.0,0.5100000000049373,0.7600000000131589,0.7300000000112908,0.0,0.01999999999033389,0.03999999998640802,0.030000000009342245,0.980000000008828,0.15999999999453138,0.9799999999568645,0.4699999999877367,0.5,0.1,0.85,0.5300000000013406,0.6,0.45,0.5,0.30999999997823424,0.75,0.809999999977149,0.8200000000020513,0.6900000000073659,0.3400000000037641,0.40999999997299974,0.0,0.22000000001103284,0.009999999986425758,0.5900000000078094,0.620000000012718,0.7399999999911887,0.7200000000126869,0.6300000000032099,0.5799999999659193,0.6299999999367213,0.55,0.71000000000125,0.1,0.05,0.03999999999788976,0.159999999788198,0.38000000001363005,0.10999999995593672,0.310000000177208,0.09000000001459345,0.8800000000192982,0.0,0.05,0.5,0.23999999993206564,0.020000000009878165,0.26999999998240903,0.9,0.030000000002242257,0.10999999999131461,0.5099999999786894,0.55,0.5700000000017972,0.7599999999754504,0.6399999999937306,0.6699999999937682,0.6599999997005334,0.3400000000021126,0.7300000000014724,0.5799999999875115,0.0,0.0,0.45,0.35,0.03999999999616868,0.0,0.0099999999951793,0.030000000004521,0.1,0.5299999999934906,0.0,0.8511004170852716,5.802847505696396e-09
0.30000000000000004,0.5,1.0,0.01,0.46,0.01,0.98,0.03,0.04,0.31,0.38,0.2,0.59,0.0,0.0,0.37,0.44,0.16,0.47,0.63,0.15,0.74,0.36,0.31,0.3,0.44,0.34,0.29,0.4,0.53,0.0,0.1,0.21,0.44,0.15,0.51,0.35,0.21,0.3,0.35,0.27,0.32,0.26,0.32,0.33,0.44,0.72,0.73,0.86,0.74,0.31,0.32,0.0,0.07,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.01,0.01,0.91,0.06,0.21,0.21,0.49,0.44,0.61,0.78,0.08,0.33,0.5,0.12,0.0,0.8,0.03,0.2,0.75,0.03,0.42,0.27,0.26,0.25,0.63,0.57,0.56,0.64,0.49,0.84,0.88,0.0,0.0,0.1,0.6,0.52,0.56,0.76,0.14,0.02,0.1,0.0,0.89,0.9193611550636993,1.0,0.010000000009767362,0.459999999984,0.010000000002782445,0.979999999995682,0.029999999997406754,0.04000000000027874,0.3100000000093369,0.3799999999828181,0.2,0.5900000000098456,0.0,0.0,0.3699999999751231,0.439999999973719,0.15999999999419032,0.4699999999780874,0.63000000001713,0.15,0.739999999997171,0.3600000000133151,0.3099999999976032,0.3,0.4399999999917868,0.3399999999887315,0.2899999999945562,0.4,0.530000000008744,0.0,0.1,0.20999999997971305,0.4400000000104925,0.15,0.5099999999992679,0.35,0.2099999999827191,0.3,0.35,0.2700000000049104,0.31999999999886347,0.26000000001626367,0.3200000000252401,0.33000000004388935,0.4399999999734785,0.7200000000075013,0.7299999999854637,0.860000000007838,0.7400000000076551,0.31000000000139205,0.3199999999743929,0.0,0.06999999999958562,0.0,0.0,0.0,0.03999999999133653,0.05,0.0,0.0,0.010000000027565664,0.010000000006148382,0.910000000008749,0.05999999998909436,0.21000000002017585,0.20999999995940924,0.4899999987951262,0.4399999999490494,0.609999999978987,0.7800000001246428,0.07999999999979285,0.33000000001110336,0.5,0.12000000000120843,0.0,0.799999999838669,0.030000000001421626,0.2,0.75,0.02999999999819181,0.4199999999936581,0.2699999999878469,0.2600000000044458,0.25,0.6299999999797713,0.5699999999959234,0.5599999999891673,0.6399999999196492,0.49000000000768107,0.8400000000064302,0.8800000000053745,0.0,0.0,0.1,0.6,0.5199999999965714,0.5600000000081607,0.7600000000106738,0.13999999999163046,0.020000000002135754,0.1,0.0,0.9193611559641596,4.373010231402278e-09
0.30000000000000004,0.5,1.0,0.06,0.37,0.08,0.88,0.03,0.03,0.31,0.42,0.26,0.62,0.08,1.0,0.32,0.46,0.2,0.5,0.65,0.33,0.63,0.35,0.32,0.31,0.35,0.15,0.24,0.35,0.34,0.03,0.17,0.49,0.58,0.24,0.33,0.49,0.61,0.43,0.59,0.32,0.39,0.39,0.41,0.42,0.45,0.67,0.68,0.74,0.66,0.63,0.72,0.01,0.13,0.05,0.17,0.16,0.16,0.22,0.17,0.15,0.14,0.16,0.62,0.31,0.19,0.17,0.39,0.53,0.22,0.6,0.08,0.58,0.0,0.04,0.86,0.52,0.12,0.49,0.33,0.1,0.2,0.3,0.29,0.26,0.25,0.36,0.42,0.34,0.49,0.54,0.53,0.0,0.0,0.44,0.67,0.78,0.86,0.79,0.04,0.31,0.2,0.0,0.94,0.9004908909961702,1.0,0.06000000018461169,0.36999999993585725,0.08000000014356243,0.8799999999458042,0.029999999972618017,0.030000000022658825,0.31000000005997436,0.41999999986977454,0.2599999999082725,0.6200000000457874,0.07999999988615289,1.0,0.31999999987706035,0.45999999982431533,0.2,0.49999999985692206,0.65,0.3299999999985894,0.6299999999366451,0.35000000016029964,0.32000000007499496,0.3099999999073871,0.35,0.15,0.240000000011646,0.35,0.3400000000239554,0.030000000065173938,0.16999999986886605,0.48999999991399845,0.5800000000559787,0.2400000000425575,0.3299999999881741,0.49000000015447576,0.6099999999528618,0.42999999997925137,0.5900000000589193,0.32000000006831475,0.3900000001931178,0.39000000016482944,0.41000000019791755,0.4199999997941643,0.44999999982070304,0.6700000000428249,0.6799999998928231,0.7399999999819316,0.6600000000030949,0.6300000000503103,0.7199999999193373,0.009999999907627335,0.13000000006871798,0.05,0.1700000000222388,0.16000000003361878,0.15999999993792963,0.22000000002874506,0.1699999999866296,0.14999999982470394,0.14000000017406602,0.15999999980878385,0.6199999999731379,0.3099999998987898,0.19000000014261934,0.1699999997810108,0.38999999561961324,0.5299999998152614,0.2199999998070301,0.6000000015839247,0.08000000011959454,0.5800000000916655,0.0,0.04000000010999968,0.8599999999588909,0.5199999990190003,0.12000000004332995,0.48999999993646387,0.32999999997240315,0.1,0.2,0.2999999998361882,0.2900000001512191,0.2599999999911198,0.24999999985619456,0.3600000000138225,0.41999999994127,0.3400000000743269,0.4900000000366333,0.5399999999620904,0.5299999999371712,0.0,1.0051369847761787e-10,0.4400000001202841,0.6700000000207381,0.7799999999808842,0.8600000000194458,0.7900000000155811,0.04000000001483379,0.30999999998481736,0.2,0.0,0.9004908940661523,3.261980989558792e-08
0.30000000000000004,0.5,1.0,0.0,0.45,1.0,0.0,0.01,0.0,0.43,0.41,0.27,0.57,0.02,1.0,0.16,0.38,0.1,0.16,0.71,0.44,0.61,0.19,0.16,0.23,0.23,0.27,0.69,0.0,0.16,0.02,0.54,0.39,0.5,0.26,0.56,0.33,0.27,0.66,0.45,0.35,0.58,0.42,0.66,0.66,0.52,0.3,0.31,0.38,0.24,0.81,0.83,0.01,0.39,0.0,0.0,0.24,0.2,0.63,0.0,0.01,0.01,0.02,0.95,0.02,0.33,0.31,0.45,0.47,0.44,0.56,0.14,0.5,0.5,0.02,0.66,0.55,0.67,0.44,0.38,0.3,0.23,0.07,0.07,0.08,0.03,0.11,0.13,0.15,0.49,0.39,0.49,0.0,0.01,0.01,0.93,0.69,0.88,0.82,0.01,0.3,0.15,0.0,0.19999999999999996,0.4273484486797766,1.0,0.0,0.45,0.999999998142218,0.0,0.010000000193951126,0.0,0.4299999992406395,0.4596593027367885,0.2700000009909913,0.5699999998297735,0.022257268000079707,1.0,0.16000000006929935,0.38000000266258355,0.1,0.16000000566824632,0.709999999051265,0.4400000000388844,0.6100000006009525,0.18999999713780252,0.16000000032950568,0.3553348004985484,0.2300000001926844,0.2700000002451689,0.689999999748325,0.0,0.15999999982515528,0.01999999876832392,0.5400000015813666,0.3900000010140133,0.5,0.25999999961680775,0.5599999999658754,0.3112041256526465,0.27000000053677786,0.660000000171876,0.45,0.35,0.5198280044211758,0.41999999412314004,0.660000000423241,0.66000000236364,0.5199999998161642,0.3,0.310000340275402,0.3800000003208368,0.24000000010334077,0.8099999995774374,0.8300000026737203,0.010000001584824735,0.3899999992945573,0.0,0.0,0.23999999951699338,0.2000000025346731,0.6299999988094551,0.0,0.010000023639288001,0.0,0.020134721866228784,0.95,0.020000001118025294,0.33000000166523197,0.30999999996016847,0.2982764647768696,0.47000000091387734,0.44000000086410285,0.6558477445291337,0.13999999258719545,0.5,0.5,0.019999998449105508,0.6600000003501403,0.5499999981223389,0.6699999995424871,0.44000000065818023,0.3800000001160842,0.3,0.23000000011283264,0.1007236431250958,0.0699999985267595,0.07999999976666085,0.03000010333434328,0.10999999948535455,0.1300000002939678,0.04509441505888387,0.48999999956574386,0.390000000266715,0.4900000006879625,0.0,0.00999999698965801,0.009999999189495757,0.929999999898538,0.6900000000178538,0.8799999997298807,0.8200000000143711,0.009999999835566953,0.3,0.15,0.0,0.7296956873463181,0.6495550656834228
0.30000000000000004,0.5,1.0,0.09,0.37,0.02,0.85,0.19,0.25,0.29,0.4,0.24,0.43,0.1,1.0,0.56,0.56,0.31,0.64,0.42,0.18,0.6,0.55,0.57,0.58,0.55,0.31,0.52,0.26,0.35,0.04,0.17,0.14,0.15,0.58,0.27,0.6,0.3,0.39,0.18,0.64,0.57,0.4,0.63,0.62,0.35,0.68,0.7,0.83,0.58,0.41,0.47,0.02,0.17,0.05,0.47,0.5,0.53,0.54,0.42,0.39,0.38,0.35,0.72,0.24,0.2,0.18,0.38,0.38,0.41,0.53,0.19,0.54,0.5,0.12,0.67,0.54,0.04,0.13,0.85,0.05,0.13,0.64,0.69,0.71,0.72,0.71,0.89,0.72,0.64,0.84,0.21,0.0,1.0,0.37,0.35,0.2,0.39,0.44,0.11,0.14,0.15,0.0,0.78,0.6129295141092015,1.0,0.08999999499616049,0.36999999995169824,0.019999999014625056,0.8500000001323036,0.19000000006904585,0.24999999985999216,0.28999999973178087,0.40000000146206927,0.2400000002935226,0.42999999987931364,0.10000461276828694,0.9999999998184436,0.5600000003458077,0.5600000006725557,0.3099999998714884,0.6400000005289307,0.41999999975279667,0.18000000000366836,0.6000000002142893,0.5499999991018096,0.5699999996689831,0.5800000069165343,0.5500000000659998,0.3100000000976052,0.5199999999404284,0.25999999989038736,0.34999999991711833,0.0399999995795791,0.1700000005151407,0.1400000002921884,0.1499999998861074,0.5799999998739385,0.26999999997218876,0.5999999983487551,0.3000000001814358,0.3900000000901947,0.1799999997872976,0.6399999996230983,0.5699999857644356,0.3999999991751584,0.6299999997286337,0.6342618208911026,0.3500000001389535,0.6799999999398876,0.7000000037705904,0.8300000000752018,0.5800000000095661,0.4099999998488225,0.47000000066764497,0.02000000036510397,0.16999999965756166,0.05000000109861823,0.46999999996002984,0.49999999989863164,0.5300000002016317,0.5399999999261018,0.4199999999708931,0.3900000011186772,0.36441393640339814,0.3500000004540088,0.7200000000806388,0.24000000050008347,0.2000000001524418,0.18000000039023162,0.2968931201712464,0.38000000019389674,0.410000000622317,0.5833769223282386,0.18999999906788018,0.5399999997424966,0.4999999999129454,0.11999999954307829,0.6700000001259313,0.5399999962404703,0.03999999981564366,0.1300000002264477,0.8500000000597404,0.04999999995707908,0.13000000003618117,0.640000006704234,0.6899999977838891,0.7099999999791863,0.7200000008754732,0.7100000001840024,0.8900000001356133,0.719999975542562,0.6399999998688639,0.8400000001221639,0.21000000024476245,1.458507636592979e-10,0.9999999950849928,0.36999999974048664,0.3499999999648419,0.20000000005865065,0.38999999992696543,0.4399999999911656,0.11000000003199646,0.1400000000704018,0.15000000011405873,1.50132544967094e-10,0.7165327956380078,0.16633643416307772
0.30000000000000004,0.5,1.0,0.02,0.73,0.02,0.82,0.64,0.07,0.34,0.37,0.27,0.55,0.04,1.0,0.78,0.74,0.19,0.8,0.54,0.02,0.57,0.72,0.59,0.58,0.32,0.05,0.48,0.42,0.68,0.01,0.07,0.21,0.23,0.5,0.18,0.48,0.35,0.42,0.19,0.57,0.09,0.41,0.12,0.11,0.62,0.93,0.91,0.94,0.86,0.0,0.11,0.0,0.06,0.03,0.31,0.42,0.43,0.42,0.39,0.47,0.45,0.4,0.61,0.18,0.3,0.34,0.72,0.68,0.74,0.92,0.06,0.1,0.5,0.0,0.98,0.93,0.0,0.11,0.38,0.02,0.05,0.68,0.66,0.65,0.87,1.0,1.0,1.0,0.35,0.47,0.46,0.01,0.0,0.55,0.42,0.9,0.82,0.73,0.03,0.2,0.32,0.0,0.83,0.9439346321975697,1.0,0.0200000000238603,0.729999999991234,0.020000000019955343,0.8199999999975113,0.640000000001519,0.07000000000503923,0.3400000000054377,0.369999999994821,0.26999999998903695,0.55,0.03999999997033127,1.0,0.7799999999941403,0.7399999999905524,0.1900000000020673,0.8,0.5400000000080892,0.019999999992540134,0.569999999989747,0.7200000000074381,0.59000000000765,0.5799999999767057,0.3199999999933602,0.05,0.48000000000269455,0.420000000004117,0.680000000006746,0.009999999976162051,0.0699999999920605,0.20999999999327223,0.2299999999984418,0.5,0.1799999999981068,0.48000000001045284,0.35,0.4199999999961366,0.19000000000359768,0.570000000012681,0.090000000029958,0.4100000000204269,0.1199999999999647,0.10999999999633348,0.6199999999631399,0.9300000000030456,0.9099999999678235,0.9399999999961105,0.8600000000010143,0.0,0.10999999999342049,0.0,0.06000000000900086,0.0299999999850005,0.3100000000001553,0.42000000000106724,0.429999999990738,0.4200000000022063,0.38999999998822144,0.4699999999909495,0.45,0.4,0.6099999999987532,0.17999999998929214,0.3,0.3399999999610023,0.7200000000615017,0.6799999999662928,0.7399999999818441,0.920000000012182,0.060000000015049695,0.1,0.5,0.0,0.980000000000028,0.9299999999155892,0.0,0.10999999999240047,0.3799999999946571,0.019999999994852705,0.05,0.6799999999788968,0.6600000000155084,0.65,0.8699999999723649,1.0,1.0,1.0,0.35,0.46999999999274933,0.45999999999113267,0.009999999972743994,0.0,0.55,0.4199999999994549,0.9,0.8200000000037021,0.7300000000055306,0.030000000003805857,0.2,0.3199999999926139,0.0,0.9439346320951394,0.0
